"Provincia","pct_paredes_ladrillo","pct_techos_concreto","pct_pisos_precario","pct_pisos_buenos","indice_algebraico","indice_aritmetico"
"San Martín, provincia: Rioja",55.2385128574561,17.5368810098036,94.7192031822595,5.28079681774048,0.463594020279219,0.447164874360124
"Lambayeque, provincia: Lambayeque",35.1069299501133,21.7778580659506,90.068507427428,9.93149257257203,0.44268286386412,0.424781933583764
"Cajamarca, provincia: Jaén",34.3056474409094,24.4942964254927,91.7303181572142,8.26968184278583,0.416450444133126,0.399053956089452
"Lima, provincia: Huarochirí",34.726453027903,21.7740952845132,91.0625076154502,8.93749238454977,0.39542746653457,0.379364876589039
"Áncash, provincia: Casma",38.5550442964082,19.8063319826935,92.6790742394066,7.32092576059337,0.345286692507946,0.331843264121647
"Tumbes, provincia: Contralmirante Villar",42.8241152409746,9.87017606260004,90.7878356749066,9.21216432509337,0.28647602315442,0.277406794057325
"San Martín, provincia: Mariscal Cáceres",43.983605554536,14.3757264329846,93.5033951183703,6.49660488162965,0.28188405551838,0.272307100667246
"La Lbertad, provincia: Virú",34.6927578639356,26.4950621799561,96.1640453547915,3.83595464520849,0.277772499178967,0.265539787836544
"Arequipa, provincia: Castilla",31.0679611650485,23.4198533782445,94.0657816524668,5.93421834753319,0.248749834349536,0.237914116355972
"San Martín, provincia: Tocache",46.060773480663,14.171270718232,96,4,0.204593822293172,0.198267720568338
"Huancavelica, provincia: Huancavelica",25.7137554517616,23.6815243280027,94.0301277490798,5.96987225092023,0.175473417630326,0.167071790992698
"Junín, provincia: Tarma",27.0256204963971,19.3314651721377,93.1104883907126,6.88951160928744,0.145219429159641,0.138867608126601
"Lambayeque, provincia: Ferreñafe",26.6836713703871,18.7435718105895,92.9814456740856,7.01855432591435,0.133563862964238,0.127747709875056
"Amazonas, provincia: Chachapoyas",27.0162154439603,16.1582970212158,91.8851346524752,8.11486534752483,0.131843762446496,0.126568573580814
"Junín, provincia: Jauja",28.0262825372757,19.2148934377896,96.398786959818,3.60121304018196,0.0205680557125918,0.019239662515388
"Junín, provincia: Concepción",24.4429924861156,17.7262332571055,95.8706305129043,4.12936948709573,-0.0411795957520105,-0.0400890796627018
"Madre de Dios prov. de Manu",38.292061179898,8.48506919155135,96.4675892206846,3.53241077931537,-0.0464737550274033,-0.0424993876751885
